Id,ParentId,AssetRating,AssetSource,DisplayCategory,DisplayName,DisplayPublisher,Keywords,LastRelease,LatestVersion,License,Location,PackageSource,PackageTags,PriceUsd,PurchaseDate,RatingCount,Revision,SafeCategory,SafeName,SafePublisher,SupportedUnityVersions,Version
383,0,5,AssetStorePackage,VFX/Shaders,Earth Rendering Free,Multicrash,"Earth Rendering Free, planet space realistic cloud night atmosphere 8192",7/15/2025 13:36,1.2,,[ac]/Multicrash/Shaders/Earth Rendering Free.unitypackage,Unknown,,0,9/27/2025 14:23,43,10,Shaders,Earth Rendering Free,Multicrash,2021.3.45,1.2
2241,0,5,AssetStorePackage,Templates/Systems,Easy Build System - Modular Building System,Mind Code Interactive,"Easy Build System - Modular Building System, Ebs, Easy Build System, Modular Building System, Survival, Runtime, Placement, Third Person, Destruction, Tools, Editors, Inspectors, Voxeland, Third Person Controller, Invector, Opsive, Rewired, Inventory, Game Creator, Game Kit Controller, Mirror",3/16/2025 19:29,6.8.2,,[ac]/Mind Code Interactive/Complete ProjectsSystems/Easy Build System - Modular Building System.unitypackage,Unknown,,14.99,12/7/2025 18:39,189,122,Complete ProjectsSystems,Easy Build System - Modular Building System,Mind Code Interactive,2019.4.40,6.8.2
384,0,0,AssetStorePackage,2D/Characters,Easy Chara – Hisa Shark 2D Character Collection,Hisa Games,Easy Chara – Hisa Shark 2D Character Collection,9/26/2025 11:20,1.0,,[ac]/Hisa Games/Textures Materials2D Characters/Easy Chara Hisa Shark 2D Character Collection.unitypackage,Unknown,,0,10/7/2025 11:27,0,1,Textures Materials2D Characters,Easy Chara Hisa Shark 2D Character Collection,Hisa Games,2021.3.10,1.0
385,0,0,AssetStorePackage,2D/Characters,Easy Chara – Hisa Student 2D Character Pack,Hisa Games,Easy Chara – Hisa Student 2D Character Pack,10/21/2025 16:40,1.1,,[ac]/Hisa Games/Textures Materials2D Characters/Easy Chara Hisa Student 2D Character Pack.unitypackage,Unknown,,0,10/7/2025 11:27,0,2,Textures Materials2D Characters,Easy Chara Hisa Student 2D Character Pack,Hisa Games,2021.3.10,1.1
386,0,0,AssetStorePackage,2D/Characters,Easy Chara – Hisa Teacher 2D Character Pack,Hisa Games,Easy Chara – Hisa Teacher 2D Character Pack,10/21/2025 16:40,1.1,,[ac]/Hisa Games/Textures Materials2D Characters/Easy Chara Hisa Teacher 2D Character Pack.unitypackage,Unknown,,0,10/7/2025 11:27,0,2,Textures Materials2D Characters,Easy Chara Hisa Teacher 2D Character Pack,Hisa Games,2021.3.10,1.1
387,0,5,AssetStorePackage,Tools/Utilities,Easy Cutscene (Dialogue and Cutscene Creator),Hisa Games,Easy Cutscene (Dialogue and Cutscene Creator),2/20/2025 9:54,1.0,,[ac]/Hisa Games/Editor ExtensionsUtilities/Easy Cutscene Dialogue and Cutscene Creator.unitypackage,Unknown,,0,9/27/2025 14:11,3,2,Editor ExtensionsUtilities,Easy Cutscene Dialogue and Cutscene Creator,Hisa Games,2021.3.33,1.0
388,0,0,AssetStorePackage,Tools/Utilities,Easy Handles Attributes,Burning Ice Cream,Easy Handles Attributes,6/2/2025 10:23,1.0.0,,[ac]/Burning Ice Cream/Editor ExtensionsUtilities/Easy Handles Attributes.unitypackage,Unknown,,0,7/10/2025 13:18,0,1,Editor ExtensionsUtilities,Easy Handles Attributes,Burning Ice Cream,6000.0.34,1.0.0
389,0,0,AssetStorePackage,Tools/Utilities,Easy Lock,qiaofuwenlu,Easy Lock,3/5/2024 14:36,1.0,,[ac]/qiaofuwenlu/Editor ExtensionsUtilities/Easy Lock.unitypackage,Unknown,,0,4/11/2024 18:05,1,1,Editor ExtensionsUtilities,Easy Lock,qiaofuwenlu,2021.3.23,1.0
390,0,4,AssetStorePackage,Tools/Utilities,Easy Mesh Combine Tool,ALIyerEdon,Easy Mesh Combine Tool,7/13/2025 15:58,1.2,,[ac]/ALIyerEdon/Editor ExtensionsUtilities/Easy Mesh Combine Tool.unitypackage,Unknown,,0,9/27/2025 14:25,6,6,Editor ExtensionsUtilities,Easy Mesh Combine Tool,ALIyerEdon,2022.3.61,1.2
391,0,0,AssetStorePackage,Tools/Utilities,Easy Numbering,LombaxGuy,Easy Numbering,5/23/2024 13:33,1.0.0,,[ac]/LombaxGuy/Editor ExtensionsUtilities/Easy Numbering.unitypackage,Unknown,,0,6/18/2024 14:11,1,1,Editor ExtensionsUtilities,Easy Numbering,LombaxGuy,2022.3.16,1.0.0
392,0,5,AssetStorePackage,Tools/Physics,Easy Peasy First Person Controller,Eys Store,Easy Peasy First Person Controller,9/15/2025 12:47,1.0,,[ac]/Eys Store/ScriptingPhysics/Easy Peasy First Person Controller.unitypackage,Unknown,,0,9/15/2025 13:46,32,6,ScriptingPhysics,Easy Peasy First Person Controller,Eys Store,2020.3.17,1.0
393,0,0,AssetStorePackage,Tools/Utilities,Easy Placement Tool,Biostart,Easy Placement Tool,3/25/2024 13:06,1.0,,[ac]/Biostart/Editor ExtensionsUtilities/Easy Placement Tool.unitypackage,Unknown,,0,4/11/2024 18:16,2,1,Editor ExtensionsUtilities,Easy Placement Tool,Biostart,2021.3.32,1.0
395,0,0,AssetStorePackage,Scripting/GUI,Easy Popup System,DevePolers,Easy Popup System,8/4/2025 15:23,1.0,,[ac]/DevePolers/ScriptingGUI/Easy Popup System.unitypackage,Unknown,,0,9/9/2025 17:29,1,2,ScriptingGUI,Easy Popup System,DevePolers,6000.2.0,1.0
397,0,5,AssetStorePackage,Editor Extensions/Utilities,Easy Save - The Complete Save Game & Data Serializer System,Moodkie,"Easy Save - The Complete Save Game & Data Serializer System, easy save game data load serializer serialiser serialization serialisation playerprefs storage store upload download import export file io encrypt encryption cloud excel json spreadsheet write read playmaker mysql serialize serialise compress compression",11/8/2025 15:17,3.5.25,,[ac]/Moodkie/Editor ExtensionsUtilities/Easy Save - The Complete Save Game Data Serializer System.unitypackage,Unknown,,29.5,9/4/2025 12:51,1034,143,Editor ExtensionsUtilities,Easy Save - The Complete Save Game Data Serializer System,Moodkie,"2019.4.38, 2020.3.29, 6000.0.48",3.5.25
1900,1823,0,AssetStorePackage,Scripting/AI,Easy Save Support,Pixel Crushers,,11/19/2025 19:44,,,[ac]/Pixel Crushers/ScriptingAI/Dialogue System for Unity.unitypackage|Assets/Plugins/Pixel Crushers/Common/Third Party Support/Easy Save Support.unitypackage,Unknown,,0,11/19/2025 11:56,0,0,ScriptingAI,Easy Save Support,Pixel Crushers,,2.2.62
1923,1823,0,AssetStorePackage,Scripting/AI,Easy Save Support,Pixel Crushers,,11/19/2025 19:44,,,[ac]/Pixel Crushers/ScriptingAI/Dialogue System for Unity.unitypackage|Assets/Plugins/Pixel Crushers/Dialogue System/Third Party Support/Easy Save Support.unitypackage,Unknown,,0,11/19/2025 11:56,0,0,ScriptingAI,Easy Save Support,Pixel Crushers,,2.2.62
398,0,0,AssetStorePackage,Tools/GUI,Easy Tooltip,Ahmed Benlakhdhar (PixeLadder),Easy Tooltip,9/15/2025 12:48,1.1,,[ac]/Ahmed Benlakhdhar PixeLadder/ScriptingGUI/Easy Tooltip.unitypackage,Unknown,,0,9/19/2025 15:41,2,3,ScriptingGUI,Easy Tooltip,Ahmed Benlakhdhar PixeLadder,6000.0.40,1.1
399,0,5,AssetStorePackage,Tools/GUI,Easy Transition,Ahmed Benlakhdhar (PixeLadder),Easy Transition,12/4/2025 10:02,1.0.1,,[ac]/Ahmed Benlakhdhar PixeLadder/ScriptingGUI/Easy Transition.unitypackage,Unknown,,0,9/19/2025 15:41,3,2,ScriptingGUI,Easy Transition,Ahmed Benlakhdhar PixeLadder,6000.0.40,1.0
400,0,0,AssetStorePackage,Tools/GUI,Easy UI Panel Manager,Berkan Ozgur,Easy UI Panel Manager,3/12/2024 10:28,1.0,,[ac]/Berkan Ozgur/ScriptingGUI/Easy UI Panel Manager.unitypackage,Unknown,,0,4/11/2024 18:11,1,1,ScriptingGUI,Easy UI Panel Manager,Berkan Ozgur,2022.3.6,1.0
394,0,0,AssetStorePackage,Tools/Utilities,EasyPooling v2025,GuardingPearSoftware,EasyPooling v2025,9/14/2025 8:55,2025.1,,[ac]/GuardingPearSoftware/Editor ExtensionsUtilities/EasyPooling v2025.unitypackage,Unknown,,0,4/11/2024 18:11,0,10,Editor ExtensionsUtilities,EasyPooling v2025,GuardingPearSoftware,"2021.3.30, 2022.1.24, 6000.0.34",2025.1
396,0,4,AssetStorePackage,3D/Characters,EasyRoads3D Free v3,AndaSoft,"EasyRoads3D Free v3, Roads, paths, streets, dirt paths, procedural geometry, terrain tool, terrain roads, spline tool, spline",10/19/2024 8:13,v3.2.4f3,,[ac]/AndaSoft/3D ModelsCharacters/EasyRoads3D Free v3.unitypackage,Unknown,,0,7/12/2025 14:21,836,38,3D ModelsCharacters,EasyRoads3D Free v3,AndaSoft,"2018.3.0, 2019.3.0, 2019.4.0, 2021.2.0, 2022.1.1, 6000.0.3",v3.2.4f3
2326,0,0,AssetStorePackage,Templates/Systems,ECS N-Body Orbit Simulation,Parallel Cascades,ECS N-Body Orbit Simulation,12/9/2025 21:32,1.0.0,,[ac]/Parallel Cascades/Complete ProjectsSystems/ECS N-Body Orbit Simulation.unitypackage,Unknown,,0,12/10/2025 8:10,0,2,Complete ProjectsSystems,ECS N-Body Orbit Simulation,Parallel Cascades,6000.0.58,1.0.0
401,0,0,AssetStorePackage,3D/Vegetation/Trees,EDGE - Trees #1,Edge Stylized,EDGE - Trees #1,2/9/2024 15:10,1.1,,[ac]/Edge Stylized/3D ModelsVegetationTrees/EDGE - Trees 1.unitypackage,Unknown,,0,4/11/2024 16:40,0,3,3D ModelsVegetationTrees,EDGE - Trees 1,Edge Stylized,2021.3.20,1.1
403,0,5,AssetStorePackage,Tools/Utilities,Editor Auto Save,IntenseNation,Editor Auto Save,8/4/2025 15:39,1.2.0,,[ac]/IntenseNation/Editor ExtensionsUtilities/Editor Auto Save.unitypackage,Unknown,,0,9/27/2025 14:21,6,5,Editor ExtensionsUtilities,Editor Auto Save,IntenseNation,2021.3.35,1.2.0
1603,0,0,AssetStorePackage,Tools/Utilities,Editor Productivity Suite Lite,Deankovitch,Editor Productivity Suite Lite,9/25/2025 8:51,1.0.0,,[ac]/Deankovitch/Editor ExtensionsUtilities/Editor Productivity Suite Lite.unitypackage,Unknown,,0,10/12/2025 15:16,1,1,Editor ExtensionsUtilities,Editor Productivity Suite Lite,Deankovitch,2022.3.47,1.0.0
1780,0,0,AssetStorePackage,Tools/Utilities,Editor Terminal,Bitpurr Legacy,Editor Terminal,8/25/2025 11:14,1.4.2,,[ac]/Bitpurr Legacy/Editor ExtensionsUtilities/Editor Terminal.unitypackage,Unknown,,0,9/9/2025 17:27,1,6,Editor ExtensionsUtilities,Editor Terminal,Bitpurr Legacy,2022.3.54,1.4.2
1967,1940,5,AssetStorePackage,Editor Extensions/System,Editor Windows,Sirenix,"Odin Inspector and Serializer, Odin, Serializer, Serialize, Deserialize, Save, Load, Saving, Loading, interface, interfaces, generic, generics, .net, NET, Devdog, advanced, sirenix, inspector, serialization",12/16/2025 18:40,4.0.1.0,,[ac]/Sirenix/Editor ExtensionsSystem/Odin Inspector and Serializer.unitypackage|Assets/Plugins/Sirenix/Demos/Editor Windows.unitypackage,Unknown,,27.5,11/19/2025 23:55,757,147,Editor ExtensionsSystem,Editor Windows,Sirenix,2019.4.39,4.0.1.0
402,0,5,AssetStorePackage,Tools/GUI,EditorAttributes,v0lt,EditorAttributes,10/21/2025 16:40,2.9.2,,[ac]/v0lt/ScriptingGUI/EditorAttributes.unitypackage,Unknown,,0,9/27/2025 14:18,28,25,ScriptingGUI,EditorAttributes,v0lt,2022.3.62,2.9.1
404,0,4,AssetStorePackage,Tools/Modeling,EditorSculpt,h.tomioka,"EditorSculpt, sulpt modeling texture paint",10/13/2025 16:26,1.70,,[ac]/htomioka/Editor ExtensionsModeling/EditorSculpt.unitypackage,Unknown,,0,9/27/2025 14:07,38,51,Editor ExtensionsModeling,EditorSculpt,htomioka,2019.4.41,1.68
1878,1823,0,AssetStorePackage,Scripting/AI,Emerald 2024 Support,Pixel Crushers,,11/19/2025 19:44,,,[ac]/Pixel Crushers/ScriptingAI/Dialogue System for Unity.unitypackage|Assets/Plugins/Pixel Crushers/Dialogue System/Third Party Support/Emerald 2024 Support.unitypackage,Unknown,,0,11/19/2025 11:56,0,0,ScriptingAI,Emerald 2024 Support,Pixel Crushers,,2.2.62
1893,1823,0,AssetStorePackage,Scripting/AI,Emerald 2024 Support,Pixel Crushers,,11/19/2025 19:44,,,[ac]/Pixel Crushers/ScriptingAI/Dialogue System for Unity.unitypackage|Assets/Plugins/Pixel Crushers/Common/Third Party Support/Emerald 2024 Support.unitypackage,Unknown,,0,11/19/2025 11:56,0,0,ScriptingAI,Emerald 2024 Support,Pixel Crushers,,2.2.62
1895,1823,0,AssetStorePackage,Scripting/AI,Emerald AI Support,Pixel Crushers,,11/19/2025 19:44,,,[ac]/Pixel Crushers/ScriptingAI/Dialogue System for Unity.unitypackage|Assets/Plugins/Pixel Crushers/Dialogue System/Third Party Support/Emerald AI Support.unitypackage,Unknown,,0,11/19/2025 11:56,0,0,ScriptingAI,Emerald AI Support,Pixel Crushers,,2.2.62
1904,1823,0,AssetStorePackage,Scripting/AI,Emerald AI Support,Pixel Crushers,,11/19/2025 19:44,,,[ac]/Pixel Crushers/ScriptingAI/Dialogue System for Unity.unitypackage|Assets/Plugins/Pixel Crushers/Common/Third Party Support/Emerald AI Support.unitypackage,Unknown,,0,11/19/2025 11:56,0,0,ScriptingAI,Emerald AI Support,Pixel Crushers,,2.2.62
1642,0,4,AssetStorePackage,Templates/Tutorials,Endless Runner - Sample Game,Unity Technologies,"Endless Runner - Sample Game, Trash Dash Mobile Sample Game pooling ads analytic",2/15/2023 14:54,1.97.1,,[ac]/Unity Technologies/Complete ProjectsTutorials/Endless Runner - Sample Game.unitypackage,Unknown,,0,10/19/2025 10:33,255,43,Complete ProjectsTutorials,Endless Runner - Sample Game,Unity Technologies,"2020.1.0, 2021.3.6",1.97.1
406,0,5,AssetStorePackage,Templates/Packs,Endless Space Pilot,Finalboss,"Endless Space Pilot, endless run runner pilot space maze",5/2/2024 12:53,1.5.2,,[ac]/Finalboss/Complete ProjectsPacks/Endless Space Pilot.unitypackage,Unknown,,0,2/24/2024 19:07,10,16,Complete ProjectsPacks,Endless Space Pilot,Finalboss,"2020.3.30, 2022.3.4",1.5.2
1643,0,3,AssetStorePackage,Essentials/Tutorial Projects,Enemies | HDRP,Unity Technologies,Enemies | HDRP,8/3/2023 11:12,1.0,,[ac]/Unity Technologies/Unity EssentialsSample Projects/Enemies HDRP.unitypackage,Unknown,,0,10/19/2025 10:38,21,6,Unity EssentialsSample Projects,Enemies HDRP,Unity Technologies,2023.1.5,1.0
407,0,5,AssetStorePackage,2D/Characters,Enemy Galore 1 - Pixel Art,Admurin,Enemy Galore 1 - Pixel Art,5/30/2022 10:03,1.3,,[ac]/Admurin/Textures Materials2D Characters/Enemy Galore 1 - Pixel Art.unitypackage,Unknown,,0,5/15/2022 8:15,6,7,Textures Materials2D Characters,Enemy Galore 1 - Pixel Art,Admurin,2020.1.4,1.3
408,0,5,AssetStorePackage,Audio/Sound FX,ENGINES,Kristian Grundström,"ENGINES, car,cars,engine,engines,soundeffects,sfx,audio,ssound",8/7/2018 23:35,1.0,,[ac]/Kristian Grundstrm/AudioSound FX/ENGINES.unitypackage,Unknown,,0,3/6/2024 13:04,22,5,AudioSound FX,ENGINES,Kristian Grundstrm,2017.1.1,1.0
410,0,5,AssetStorePackage,3D/Vegetation,Environment Pack: Free Forest Sample,Supercyan,"Environment Pack: Free Forest Sample, forest, forests, foliage, tree, trees, spruce, ground, environment, environments, stone, stones, hovel, hovels, shelter, shelters, sign",10/2/2024 12:08,2.0.1,,[ac]/Supercyan/3D ModelsVegetation/Environment Pack Free Forest Sample.unitypackage,Unknown,,0,9/22/2025 10:51,18,10,3D ModelsVegetation,Environment Pack Free Forest Sample,Supercyan,2022.3.32,2.0.1
411,0,5,AssetStorePackage,3D Models/Environments/Race Tracks & Roadways,Track Environment Lowpoly Free,BE DRILL ENTER,"Environment Track Lowpoly: Cartoon Props Mobile Free, Track, Environment, Lowpoly",2/10/2022 8:45,1.0,,[ac]/BE DRILL ENTER/3D ModelsProps/Environment Track Lowpoly Cartoon Props Mobile Free.unitypackage,Unknown,,0,3/2/2024 16:39,9,5,3D ModelsProps,Environment Track Lowpoly Cartoon Props Mobile Free,BE DRILL ENTER,2019.4.0,1.0
409,0,5,AssetStorePackage,3D Models/Environments/Race Tracks & Roadways,Environmental Race Track Pack,SpyBlood Games,"Environmental Race Track Pack, car, racetrack, environmental, low poly, paid, race,",1/16/2018 19:29,1.0,,[ac]/SpyBlood Games/3D ModelsEnvironmentsRace Tracks Roadways/Environmental Race Track Pack.unitypackage,Unknown,,0,3/2/2024 16:39,15,9,3D ModelsEnvironmentsRace Tracks Roadways,Environmental Race Track Pack,SpyBlood Games,5.2.2,1.0
412,0,4,AssetStorePackage,Audio/Music/Orchestral,Epic Adventure Orchestral Background Music (Free Sample),Marma,"Epic Adventure Orchestral Background Music (Free Sample), Epic orchestra action adventure adaptive interactive orchestral",9/17/2025 13:03,1.6,,[ac]/Marma/AudioMusicOrchestral/Epic Adventure Orchestral Background Music Free Sample.unitypackage,Unknown,,0,9/19/2025 15:43,45,9,AudioMusicOrchestral,Epic Adventure Orchestral Background Music Free Sample,Marma,6000.0.40,1.6
1236,397,5,AssetStorePackage,Editor Extensions/Utilities,ES 3 Asmdefs,Moodkie,"Easy Save - The Complete Save Game & Data Serializer System, easy save game data load serializer serialiser serialization serialisation playerprefs storage store upload download import export file io encrypt encryption cloud excel json spreadsheet write read playmaker mysql serialize serialise compress compression",11/8/2025 15:17,3.5.24,,[ac]/Moodkie/Editor ExtensionsUtilities/Easy Save - The Complete Save Game Data Serializer System.unitypackage|Assets/Plugins/Easy Save 3/Editor/ES3Asmdefs.unitypackage,Unknown,,59,9/4/2025 12:51,1032,142,Editor ExtensionsUtilities,ES3Asmdefs,Moodkie,"2019.4.38, 2020.3.29, 6000.0.48",3.5.24
413,0,5,AssetStorePackage,Tools/Utilities,ESave - Save System for Unity,Stylish Esper,ESave - Save System for Unity,7/20/2025 17:28,1.2.0,,[ac]/Stylish Esper/Editor ExtensionsUtilities/ESave - Save System for Unity.unitypackage,Unknown,,0,9/27/2025 14:18,11,26,Editor ExtensionsUtilities,ESave - Save System for Unity,Stylish Esper,6000.1.10,1.2.0
414,0,0,AssetStorePackage,Tools/Utilities,Essential Attributes [ElementName],Foxal Face,Essential Attributes [ElementName],9/9/2025 7:09,1.0,,[ac]/Foxal Face/Editor ExtensionsUtilities/Essential Attributes ElementName.unitypackage,Unknown,,0,9/19/2025 15:39,1,1,Editor ExtensionsUtilities,Essential Attributes ElementName,Foxal Face,2021.3.27,1.0
415,0,0,AssetStorePackage,Tools/Utilities,Essential Attributes [TexturePreview],Foxal Face,Essential Attributes [TexturePreview],9/9/2025 7:09,1.0,,[ac]/Foxal Face/Editor ExtensionsUtilities/Essential Attributes TexturePreview.unitypackage,Unknown,,0,9/19/2025 15:42,1,1,Editor ExtensionsUtilities,Essential Attributes TexturePreview,Foxal Face,2021.3.27,1.0
416,0,4,AssetStorePackage,Tools/Integration,"Essential Kit Lite - Sharing, Rate My App, Shortcuts, Contacts, Native UI & More",Voxel Busters Interactive,"Essential Kit Lite - Sharing, Rate My App, Shortcuts, Contacts, Native UI & More, native, plugin, plugins, notification, IAP, purchases, Billing, fcm, push, icloud, save, network, android, iOS, youtube, video, gallery, image, rate,share, facebook, fb, twitter, mail, webview, onesignal, sharing, essential, notification, leaderboards",11/19/2025 13:58,3.6.1,,[ac]/Voxel Busters Interactive/ScriptingIntegration/Essential Kit Lite - Sharing Rate My App Shortcuts Contacts Native UI More.unitypackage,Unknown,,0,4/11/2024 18:04,11,23,ScriptingIntegration,Essential Kit Lite - Sharing Rate My App Shortcuts Contacts Native UI More,Voxel Busters Interactive,2021.3.45,3.5.0
1644,0,0,AssetStorePackage,Audio/Sound FX,Essential : Zombies Games,Target Studio,"Essential : Zombies Games, survival zombie zombies apocalyptic post weapon weapons gun chainsaw C4 bomb flamer knife spear torch fist baseball trap bow flesh footstep footsteps virus scream screams blood bone beast monster war whoosh whooshes",5/17/2024 6:39,1.1,,[ac]/Target Studio/AudioSound FX/Essential Zombies Games.unitypackage,Unknown,,20,10/16/2025 12:24,2,14,AudioSound FX,Essential Zombies Games,Target Studio,"2020.3.20, 2022.3.22",1.1
417,0,4,AssetStorePackage,3D/Vegetation/Trees,European Forests - Realistic Trees,MysticForge,European Forests - Realistic Trees,8/26/2022 7:23,1.0,,[ac]/MysticForge/3D ModelsVegetationTrees/European Forests - Realistic Trees.unitypackage,Unknown,,0,9/27/2025 14:23,6,6,3D ModelsVegetationTrees,European Forests - Realistic Trees,MysticForge,2020.3.15,1.0
418,0,0,AssetStorePackage,Audio/Sound FX/Voices,Evil Witch Laughter Sound Effects Pack,Stormwave Audio,"Evil Witch Laughter Sound Effects Pack, acting, angry, banshee, cry, dark, echo, evil, hag, halloween, harpy, insane, laugh, laughter, mad, magic, necromancer, old, scary, scream, screech, shriek, sorceress, spell, spooky, vampire, voice, wail, witch, woman, yell",8/12/2025 10:49,1.0,,[ac]/Stormwave Audio/AudioSound FXVoices/Evil Witch Laughter Sound Effects Pack.unitypackage,Unknown,,0,9/9/2025 17:23,1,7,AudioSound FXVoices,Evil Witch Laughter Sound Effects Pack,Stormwave Audio,2021.3.34,1.0
1234,378,4,AssetStorePackage,Editor Extensions/System,Examples,Dreamteck,"Dreamteck Splines, spline, curve, path, tween, mesh, follow, bend, generation, hermite, bezier, waypoint, extrude, loft, particle, 2d, camera, road, nurbs",10/2/2024 18:33,3.0.6,,[ac]/Dreamteck/Editor ExtensionsSystem/Dreamteck Splines.unitypackage|Assets/Plugins/Dreamteck/Splines/Examples.unitypackage,Unknown,,0,9/26/2025 8:40,319,75,Editor ExtensionsSystem,Examples,Dreamteck,2021.3.18,3.0.6
2145,2128,5,AssetStorePackage,Editor Extensions/Animation,Examples,Negen Games,"Interactor - Interaction Handler, editor extension, animation, interaction, ik, inverse kinematics, interactor, animation rigging, interactable, trigger, animate, reaction, effector, contact, editor tool, use, using, pick, touch, animation",7/18/2025 15:57,0.999a,,[ac]/Negen Games/Editor ExtensionsAnimation/Interactor - Interaction Handler.unitypackage|Assets/Interactor/Integrations/Examples.unitypackage,Unknown,,18.6,12/3/2025 14:47,40,18,Editor ExtensionsAnimation,Examples,Negen Games,2019.4.0,0.999a
419,0,5,AssetStorePackage,Tools/Utilities,Export Project to Zip,Jonathan Tremblay,Export Project to Zip,8/14/2025 10:53,1.1.4,,[ac]/Jonathan Tremblay/Editor ExtensionsUtilities/Export Project to Zip.unitypackage,Unknown,,0,9/27/2025 14:18,14,7,Editor ExtensionsUtilities,Export Project to Zip,Jonathan Tremblay,2022.3.17,1.1.4
420,0,5,AssetStorePackage,Tools/Utilities,Extenject Dependency Injection IOC,Mathijs Bakker,"Extenject Dependency Injection IOC, Dependency Injection, IoC, DIContainer, Zenject, Test, Mock, NSubstitute, Moq, Factory, Pool, Signals",5/26/2020 8:35,9.2.0,,[ac]/Mathijs Bakker/Editor ExtensionsUtilities/Extenject Dependency Injection IOC.unitypackage,Unknown,,0,9/12/2025 3:23,45,9,Editor ExtensionsUtilities,Extenject Dependency Injection IOC,Mathijs Bakker,"2018.4.13, 2019.1.0, 2019.3.0",9.2.0
1246,416,4,AssetStorePackage,Scripting/Integration,Extras,Voxel Busters Interactive,"Essential Kit Lite - Sharing, Rate My App, Shortcuts, Contacts, Native UI & More, native, plugin, plugins, notification, IAP, purchases, Billing, fcm, push, icloud, save, network, android, iOS, youtube, video, gallery, image, rate,share, facebook, fb, twitter, mail, webview, onesignal, sharing, essential, notification, leaderboards",8/21/2025 23:10,3.5.0,,[ac]/Voxel Busters Interactive/ScriptingIntegration/Essential Kit Lite - Sharing Rate My App Shortcuts Contacts Native UI More.unitypackage|Assets/Plugins/VoxelBusters/EssentialKit/PackageResources/Extras.unitypackage,Unknown,,0,4/11/2024 18:04,11,22,ScriptingIntegration,Extras,Voxel Busters Interactive,2021.3.45,3.5.0
421,0,5,AssetStorePackage,Tools/Integration,EzAPI,ChicMic Studios,EzAPI,12/8/2025 12:25,2.1.0,,[ac]/ChicMic Studios/ScriptingIntegration/EzAPI.unitypackage,Unknown,,4.99,7/12/2025 14:06,5,7,ScriptingIntegration,EzAPI,ChicMic Studios,2022.3.56,1.0.1
1824,0,5,AssetStorePackage,Tools/Utilities,F Texture Tools,FImpossible Creations,F Texture Tools,7/28/2025 10:29,1.1.5,,[ac]/FImpossible Creations/Editor ExtensionsUtilities/F Texture Tools.unitypackage,Unknown,,4.99,11/19/2025 11:56,23,9,Editor ExtensionsUtilities,F Texture Tools,FImpossible Creations,"2019.4.40, 2021.3.34",1.1.5
424,0,0,AssetStorePackage,3D/Props/Guns,FA: FPS Weapons Pack - Free,GILD,FA: FPS Weapons Pack - Free,9/5/2025 14:45,2.0.0,,[ac]/GILD/3D ModelsPropsWeaponsGuns/FA FPS Weapons Pack - Free.unitypackage,Unknown,,0,9/19/2025 15:37,2,3,3D ModelsPropsWeaponsGuns,FA FPS Weapons Pack - Free,GILD,2022.3.21,2.0.0
2151,2129,5,AssetStorePackage,Editor Extensions/Audio,Fabric Integration,Sonic Bloom,"Koreographer Professional Edition, av bar beat choreography choreographer detection karaoke khoreography khoreographer mbt measure rms rythm sync synch synchronisation synchronization syncronisation syncronization tempo tick visualizer visualiser",5/27/2024 17:27,1.6.3,,[ac]/Sonic Bloom/Editor ExtensionsAudio/Koreographer Professional Edition.unitypackage|Assets/Koreographer/Integrations/FabricIntegration.unitypackage,Unknown,,97.5,12/3/2025 14:47,38,47,Editor ExtensionsAudio,FabricIntegration,Sonic Bloom,2021.3.0,1.6.3
1832,1823,0,AssetStorePackage,Scripting/AI,Face FX Support,Pixel Crushers,,11/19/2025 19:44,,,[ac]/Pixel Crushers/ScriptingAI/Dialogue System for Unity.unitypackage|Assets/Plugins/Pixel Crushers/Dialogue System/Third Party Support/FaceFX Support.unitypackage,Unknown,,0,11/19/2025 11:56,0,0,ScriptingAI,FaceFX Support,Pixel Crushers,,2.2.62
422,0,5,AssetStorePackage,Templates/Tutorials,FaceMask Example,Enox Software,"FaceMask Example, OpenCV Dlib Face Mask",7/12/2025 16:42,1.1.4,,[ac]/Enox Software/Complete ProjectsTutorials/FaceMask Example.unitypackage,Unknown,,0,4/11/2024 18:03,30,24,Complete ProjectsTutorials,FaceMask Example,Enox Software,2021.3.35,1.1.4
423,0,4,AssetStorePackage,Templates/Tutorials,FaceSwapper Example,Enox Software,"FaceSwapper Example, OpenCV Dlib FaceSwap",7/23/2024 8:24,1.1.3,,[ac]/Enox Software/Complete ProjectsTutorials/FaceSwapper Example.unitypackage,Unknown,,0,4/11/2024 18:03,27,23,Complete ProjectsTutorials,FaceSwapper Example,Enox Software,2021.3.35,1.1.3
425,0,5,AssetStorePackage,Tools/GUI,FairyGUI,HuaGu Soft,"FairyGUI, gesture, curved UI, VR UI, typewriter, virtual list, infinite list, GUI",5/12/2025 14:01,5.2.0,,[ac]/HuaGu Soft/Editor ExtensionsGUI/FairyGUI.unitypackage,Unknown,,0,4/11/2024 18:14,39,35,Editor ExtensionsGUI,FairyGUI,HuaGu Soft,2022.3.17,5.2.0
